fire_name,fire_year,fire_size_acres,closest_distance_miles,perimeter_points_count,closest_point
UNNAMED (2),2007,2431.763975775811,6.1627111919632,61,"(30.372023360287926, -84.26874476410474)"
UNNAMED (1),2007,1410.9764088681943,189.052912616752,159,"(29.043780662103273, -81.55533320563843)"
UNNAMED (1),2007,1410.4995448219045,26.859087654402092,80,"(30.58148944968886, -83.82205248407375)"
UNNAMED (1),2007,1397.6681427397568,295.2232121306669,37,"(26.930269528718796, -81.49008427429587)"
UNNAMED (1),2007,1388.2885444514118,132.39539609922824,18,"(30.635393081720967, -86.46136101996987)"
UNNAMED (1),2007,1375.1294662588423,114.60493806244857,106,"(30.593552801028917, -86.16561077273269)"
UNNAMED (2),2007,2493.4510661793192,39.18999381607296,62,"(29.95315253446124, -84.54756379993336)"
UNNAMED (1),2007,1356.5468495137186,232.67929837724375,37,"(33.73594734149531, -83.28688336846395)"
UNNAMED (2),2007,2672.930995753699,168.87752581243794,100,"(29.397205523688584, -81.71329222060477)"
PRESCRIBED FIRE (1),2007,1350.5447807988305,22.277353530352237,184,"(30.15469345730608, -84.12705722559492)"
UNNAMED (1),2007,1341.1480215440147,150.00272535790128,54,"(30.549239698184035, -86.76273720865788)"
UNNAMED (1),2007,1324.9844949235223,593.8512270759002,504,"(33.74170460451057, -93.6182225459164)"
UNNAMED (1),2007,1313.9824738752861,564.5702614239581,492,"(34.96656851864739, -92.35001187079345)"
UNNAMED (2),2007,2141.2909219416115,127.34441077584215,44,"(30.63558024256838, -86.37625208793841)"
UNNAMED (1),2007,1302.070989241388,279.1849377693795,47,"(27.525161579534007, -81.06856130215682)"
UNNAMED (1),2007,1282.016164377063,341.81390596954844,137,"(26.89175339575359, -80.3365264156773)"
LOXBURN 5 (1),2007,1280.2769643137406,366.45350392566576,82,"(26.49569720468878, -80.23078143277907)"
RX 7 1 B (1),2007,1263.6792708115543,253.0764874200971,116,"(28.58046337768409, -80.63962010140281)"
UNNAMED (5),2007,4780.262581925597,261.06329486232914,146,"(27.85314247519949, -81.11435561190926)"
UNNAMED (1),2007,1251.4969157608425,483.3606499722863,85,"(37.35192166705425, -82.69133738437725)"
UNNAMED (1),2007,1248.2764650893978,108.64027770655632,30,"(30.25587506385713, -82.4466434770953)"
RX DEEP MARSH 07 (1),2007,1244.7348803264751,616.5561631881997,18,"(29.557344578532867, -94.48596617600491)"
UNNAMED (1),2007,1235.4185911383636,230.22493396246966,39,"(28.496419990073026, -81.15801029272467)"
RX BURN 4 1 (1),2007,1218.671667488549,245.0253013669702,88,"(28.64342575792372, -80.75127440755914)"
UNNAMED (1),2007,1200.5953271205053,499.2616670856668,24,"(34.62827230441297, -77.24863028977491)"
UNNAMED (1),2007,1197.493436891261,263.6250925418913,132,"(27.607828466854357, -81.34444391232985)"
UNNAMED (1),2007,1194.0056311498686,519.6396850158158,63,"(34.83843928016012, -91.5125465438104)"
UNNAMED (1),2007,1189.766594031612,91.84180702467755,202,"(30.240381979115515, -85.76631972710175)"
UNNAMED (2),2007,2106.113559320644,279.9949801814274,36,"(27.188634451465315, -81.50793823487837)"
UNNAMED (1),2007,1188.7614303424539,273.82011355920145,50,"(27.532419968970398, -81.18934356632184)"
UNNAMED (1),2007,1188.5082642325017,188.95346684784764,60,"(28.442021771158895, -82.12624456298921)"
UNNAMED (4),2007,3302.2141812387335,11.789226599859848,119,"(30.40803290100799, -84.06182112759619)"
UNNAMED (1),2007,1181.641116812356,262.8085975626026,27,"(27.664191914477954, -81.29335061043656)"
TRACE UNIT WEST 2 (1),2007,1172.4292281400753,366.57635957550536,214,"(34.04206363452213, -88.88069980734002)"
UNNAMED (2),2007,2303.3174922542044,266.37425548230436,29,"(27.09302018142797, -82.08862028845154)"
UNNAMED (1),2007,1160.3563712631014,174.26180866026925,159,"(28.617672904336477, -82.26671957537222)"
UNNAMED (1),2007,1151.107816763564,250.95381566955132,57,"(28.139277729429566, -81.04475395900293)"
PRESCRIBED FIRE (1),2007,1148.0506709724586,31.16387441043123,133,"(30.028971399448253, -84.40832715547455)"
BOOMING SHOALS (1),2007,1141.2654566096926,609.1256099795004,88,"(37.17455083910215, -91.14534066010033)"
UNNAMED (1),2007,1129.2532044901304,626.3255130090372,367,"(34.526666426161164, -93.84941210470146)"
UNNAMED (1),2007,1119.7324953470834,632.8609234926378,175,"(35.575128653433694, -93.31276738194046)"
CPT O-12EW (1),2007,1650.8797180587312,268.4812147432755,94,"(30.447095396208105, -88.7490141520255)"
UNNAMED (1),2007,1102.2996221472856,635.6929639335156,211,"(36.67784680471071, -92.39993841142999)"
ARBUTUS RIDGE (1),2007,1089.4178680524465,354.7999068451667,208,"(35.59831730409831, -83.86543568278255)"
UNNAMED (1),2007,1089.272852805924,303.5126118085786,88,"(26.96209784980731, -81.20785252121019)"
CHEROKEE ROAD (1),2007,1089.1510276326762,310.30067229116173,49,"(26.549594074476598, -81.7146275820738)"
RX BURN (1),2007,1088.8230770451235,106.33693088746934,129,"(29.321219271676906, -83.05370578643708)"
12-03 RX BURN (1),2007,1996.9253048767753,362.68157143569266,109,"(34.52373974786763, -80.30114537612664)"
UNNAMED (2),2007,1064.538648060983,352.63412811461205,68,"(26.01467827324135, -81.37812798258047)"
BOULDIN HOUSE N 3F (1),2007,1803.027410216022,500.26165629130094,220,"(33.11099944991724, -92.16683583790295)"
UNNAMED (1),2007,1059.725862145792,101.39698891587543,84,"(30.231824554030574, -82.57332427542751)"
UNNAMED (3),2007,2676.381775932801,251.10611867104697,95,"(28.103616212094238, -81.07603738132678)"
UNNAMED (1),2007,1058.2508406564111,19.05844875414687,103,"(30.22848275644714, -84.42465872061568)"
UNNAMED (1),2007,1052.3719422525967,117.61736128279755,28,"(30.4274932626607, -82.2797019711047)"
14-03 RX BURN (1),2007,1051.8536087689804,366.15944949882027,93,"(34.54182303659817, -80.23309257064696)"
UNNAMED (2),2007,1743.77306331463,155.54551997622872,166,"(30.516913400502524, -86.85652117761586)"
UNNAMED (1),2007,1028.7294195767427,35.49459502052738,224,"(30.048622409585583, -84.60743917381134)"
UNNAMED (1),2007,1025.5246521161612,32.24932748379918,89,"(30.63311682441693, -83.74744670921143)"
UNNAMED (1),2007,1020.5062392223014,23.70933958162845,72,"(30.60041849297339, -83.88700170746385)"
UNNAMED (1),2007,1020.1138591855165,208.43633293945638,35,"(33.392098421508805, -83.37676401107127)"
UNNAMED (1),2007,1013.9396682031422,238.83348155005498,74,"(28.321353379661055, -81.13262370035001)"
UNNAMED (1),2007,1000.2407370016463,375.64229937137634,97,"(26.038048899913335, -80.64098421986226)"
UNNAMED (1),2007,986.2731006184315,158.30202196607823,75,"(30.660783626076917, -86.89536012362939)"
UNNAMED (2),2007,1774.6810401019409,198.5079071643969,94,"(28.392059169769247, -81.95646162640558)"
UNNAMED (1),2007,975.2078961034558,150.79946407340233,57,"(30.828703938645134, -86.74567255112726)"
UNNAMED (1),2007,969.1731569345238,6.645257472421845,146,"(30.38780748119084, -84.3238365234132)"
UNNAMED (1),2007,964.217497093872,170.81747113702076,82,"(29.265469442922075, -81.75642242179703)"
UNNAMED (1),2007,961.9592486430746,326.7842715196762,62,"(26.987220627101397, -80.5804810188139)"
UNNAMED (1),2007,936.7651235325944,192.47290351215048,207,"(29.094049098669995, -81.45535239115137)"
UNNAMED (1),2007,928.8191815187544,640.7948688862256,120,"(37.735686324040316, -91.21969264658472)"
CROOKS GROVE (1),2007,920.6927338389534,330.9026777035969,52,"(26.462904869701788, -81.23094186333475)"
BLOCKS K L M RX (1),2007,911.9960354740989,413.5978876059268,116,"(25.416618004556813, -80.57456042492207)"
UNNAMED (1),2007,910.9882565647692,58.1847941349724,13,"(30.070828828502865, -83.38633171558163)"
UNNAMED (1),2007,908.2440625257143,121.1449482972475,627,"(30.89734329337448, -86.22074276080926)"
UNNAMED (1),2007,900.448922773113,190.20873332547768,42,"(28.99385236124892, -81.56856884505058)"
UNNAMED (1),2007,887.0951029854244,196.03383553716392,51,"(33.27098061579588, -83.73453371740085)"
UNNAMED (1),2007,872.9892043182605,103.19002705819113,67,"(29.76461629972183, -82.7237475702576)"
UNNAMED (1),2007,869.1579429637852,255.5911437438309,100,"(28.084624760813206, -80.99749908836723)"
RX BURN BL 4 (1),2007,867.8810090151956,246.066955659229,87,"(28.465411922551038, -80.86254144511324)"
UNNAMED (1),2007,865.2840610072783,162.5834857716499,73,"(28.738173885269937, -82.40218414954427)"
UNNAMED (2),2007,1491.8278438193718,151.7618641039171,25,"(30.530749787171764, -86.79279075073822)"
UNNAMED (3),2007,2175.18199474315,166.90689756764323,39,"(29.3144184129736, -81.79946189191367)"
UNNAMED (1),2007,845.0276208925612,46.52643618339262,88,"(29.899471942533232, -84.68379533171564)"
UNNAMED (1),2007,840.3063457711902,166.34639085281367,19,"(30.924655463458247, -86.99204616900086)"
UNNAMED (1),2007,820.0346519857694,68.29966391101908,145,"(29.742474771080484, -85.0370706571864)"
UNNAMED (3),2007,2366.100876354509,250.621414018005,123,"(27.268095607336203, -82.26397160482884)"
SURPRISE (1),2007,812.3840009730734,351.8096499109053,113,"(26.669054777302385, -80.36960428633168)"
UNNAMED (2),2007,1435.5950427067799,161.2836108449867,84,"(28.724186375498444, -82.45154387335879)"
UNNAMED (1),2007,803.1759984374474,156.33079383297846,69,"(28.949140443161188, -82.30971894817672)"
UNNAMED (1),2007,797.3459469218704,630.8707559423333,103,"(37.29748736789114, -91.55773133104303)"
17-02 RX BURN (1),2007,793.1062841836272,367.11027051054714,123,"(34.52474259673303, -80.18416051927973)"
UNNAMED (1),2007,791.277228148255,612.5371759272451,502,"(34.969350013902336, -93.31930367220289)"
UNNAMED (1),2007,790.8633485936127,25.698815401190537,124,"(30.099596833160124, -84.36109161578457)"
UNNAMED (1),2007,788.5094747032956,255.30369305780945,32,"(27.733406939626054, -81.38994917925726)"
UNNAMED (1),2007,784.0916884199474,185.93271936500645,27,"(29.04204588243645, -81.61737971822657)"
UNNAMED (1),2007,779.8582620531246,31.08702246828287,7,"(30.62228632732591, -84.73649133152834)"
UNNAMED (1),2007,779.8175358609078,192.9856800928854,55,"(28.40360260399743, -82.07556901523904)"
RX T 27 A (1),2007,777.0232153763146,246.57832403780506,44,"(28.673502001310364, -80.70075916609333)"
UNNAMED (1),2007,776.6037559123579,255.11875186850685,67,"(28.06969130034202, -81.02223035437446)"
UNNAMED (1),2007,770.2228509587671,259.19207783911077,67,"(27.79915992970982, -81.2181795743355)"
UNNAMED (1),2007,761.1808731733927,187.97788006253185,24,"(33.11113821082025, -83.49561914471388)"
UNNAMED (3),2007,754.1291172938153,277.58847025459164,69,"(27.561851748830062, -81.06261516165844)"
UNNAMED (1),2007,751.1934307287032,72.53934965904183,132,"(30.534749626830468, -85.46297138652271)"
UNNAMED (1),2007,744.4059969049462,162.62694808426144,39,"(29.25861871718115, -81.91802206863137)"
COMPARTMENT 3 (1),2007,739.6453415438175,77.5665607710769,21,"(29.656024917645173, -85.15644249228617)"
UNNAMED (1),2007,736.9622579051817,146.88844840579733,74,"(31.0206167834914, -86.6317750079686)"
UNNAMED (1),2007,734.9450866833328,70.23571823655048,56,"(29.69967576145244, -83.46876128804504)"
RX BURN 1 2 B (1),2007,733.0716258496491,235.79724659964342,71,"(28.812637582758782, -80.81438724415264)"
UNNAMED (1),2007,729.1665443431202,265.76454471718637,43,"(27.571510608641784, -81.33818278892412)"
HECK HOUSE RX (1),2007,728.40150240574,401.2361405664035,65,"(25.637349383935195, -80.56189557120524)"
UNNAMED (1),2007,728.2422878496193,231.3254095993651,32,"(28.500953105734233, -81.13167503867957)"
UNNAMED (1),2007,726.9479918945375,278.6694550640248,49,"(27.254310068380462, -81.44447678121662)"
SMITH FLATS FIRE (1),2007,721.699602066144,564.0929184872604,118,"(37.72069363720902, -79.7031443927333)"
UNNAMED (1),2007,721.5587353341333,190.19577582482754,34,"(33.18409347276544, -83.72678271498651)"
UNNAMED (1),2007,719.784587061238,264.3250815066039,35,"(28.01194771064084, -80.87945113969927)"
RX BURN 9 5 (1),2007,718.6084378296688,255.7182301306157,58,"(28.46332967157212, -80.67267344444458)"
UNNAMED (1),2007,717.5841700118762,301.84391079182353,35,"(26.99883713843136, -81.1983327545123)"
BUFFALO POINT MAINTENANCE (1),2007,715.3670201489596,616.5955801619455,63,"(36.06994390782219, -92.55645396892619)"
UNNAMED (2),2007,1401.0999509942378,153.65302477948302,156,"(30.736611953591638, -86.80862593325872)"
UNNAMED (1),2007,703.048621897681,237.83091541521557,130,"(28.028283566118702, -81.45392292462797)"
UNNAMED (1),2007,696.2158378858296,347.62925944524284,172,"(35.336995988656376, -82.72057429341676)"
UNNAMED (1),2007,686.3901266285706,517.3281617056755,19,"(34.949185070889534, -77.12760898991141)"
RX1 (1),2007,680.7268588792102,356.797736190219,100,"(26.244510197976545, -80.84317121389276)"
UNNAMED (1),2007,677.446728060804,138.90299084763328,131,"(30.525431901316836, -86.57724200811744)"
1-3-7 INDIAN MARSH (1),2007,675.5308081101197,633.857906168516,346,"(36.49476814468421, -75.9567790980485)"
UNNAMED (1),2007,665.8613408260888,160.35667684905016,15,"(28.768634438657106, -82.41887071111509)"
HOLDER FIRE (1),2007,662.3562470926669,158.79345809608645,14,"(28.79952430268694, -82.4191830799366)"
UNNAMED (1),2007,661.8307062747581,148.06871810818544,125,"(30.850396407251157, -86.69491852858361)"
UNNAMED (1),2007,661.2467368818021,155.92885344942823,18,"(28.857107539572684, -82.41943988443226)"
DENNISON FERRY RX (1),2007,655.3825302868925,476.0377285563378,139,"(37.206290633523295, -86.02676326118682)"
UNNAMED (1),2007,652.8782574071402,196.14047142202844,32,"(28.326409194074902, -82.09584273911096)"
UNNAMED (1),2007,651.6819721507024,148.56237825171914,33,"(30.583398724972714, -86.73705569320978)"
UNNAMED (1),2007,646.1968298040667,378.8876247540188,66,"(26.006778353999724, -80.59947629680597)"
LONGLEAF 527 (1),2007,639.4164215117464,290.9816343235123,152,"(27.046888940649758, -81.42284679077389)"
UNNAMED (1),2007,630.5671363494682,166.81537091693812,93,"(28.774090497510638, -82.2598050274667)"
UNNAMED (1),2007,629.0214477003727,54.22007272202219,36,"(30.243730098885198, -85.12265753594684)"
UNNAMED (1),2007,627.8528448364233,518.6464561330962,58,"(34.869417977110196, -91.4665228715347)"
MERRITT 3 (1),2007,617.992062297118,344.1280718268212,58,"(26.099284782749837, -81.49158792802096)"
UNNAMED (1),2007,616.0573668295351,140.1659206928779,15,"(30.60873494486339, -86.59435433592168)"
UNNAMED (2),2007,1152.953991588261,160.6774740263728,100,"(30.932597082778145, -86.89316022412844)"
UNNAMED (1),2007,611.6671568783044,201.38466125477038,68,"(28.297904258531656, -82.00221422280724)"
UNNAMED (1),2007,608.0082887050448,273.53106092541265,30,"(27.28570916024603, -81.53719589248757)"
UNNAMED (1),2007,606.8922289457346,19.194311037883523,16,"(30.18810139514456, -84.1797343697908)"
UNNAMED (1),2007,602.171570125153,57.30719396221087,15,"(29.883306624819298, -84.94015097063311)"
UNNAMED (1),2007,600.0928683472183,79.41602091813809,54,"(29.71481466083577, -85.26166412828282)"
UNNAMED (1),2007,599.5361677293052,261.23819759220584,88,"(27.939198238545256, -81.01911491512841)"
UNNAMED (1),2007,583.7483317166215,37.053960280733484,66,"(30.88499460280546, -84.63143670893793)"
UNNAMED (1),2007,572.8409124113657,23.71661294989937,41,"(30.62650769852579, -84.59815457938191)"
UNIT 2 07 WUI (1),2007,570.6583230939547,591.0140968026225,112,"(38.97831556293034, -85.4322987926438)"
UNNAMED (1),2007,570.6152930773765,19.548694457647485,114,"(30.187092078920237, -84.16027060489985)"
UNNAMED (1),2007,570.330548702663,645.6202822311644,205,"(34.80244844140506, -94.07001092186697)"
UNNAMED (1),2007,566.6014924243924,542.3516616665345,1778,"(30.47595466031831, -93.34156441949268)"
UNNAMED (1),2007,562.8487483741001,59.56334719240401,14,"(30.214930222956074, -85.20600807297066)"
UNNAMED (1),2007,558.4617881001535,610.575393187431,240,"(36.019338123571515, -92.46881375458169)"
JONES LAKE PIPELINE S E (1),2007,554.6345204933526,502.83444237323323,65,"(33.16040060824843, -92.19317509288005)"
UNNAMED (1),2007,541.5056235230094,613.3726623208133,88,"(37.360548538858176, -91.00105538605875)"
UNNAMED (1),2007,539.4300119354536,75.52677585703533,54,"(30.03274323801676, -85.41306721691345)"
7-Oct (1),2007,536.703127808444,331.5660557432597,32,"(33.24650006166467, -88.84802343914785)"
1-4-1 KITCHEN MARSH (1),2007,535.1301054851026,633.8104748015808,143,"(36.52664108634979, -75.98956164463299)"
13-07 (1),2007,534.1754650585827,328.8879127342136,92,"(33.24409580105643, -88.79399153676226)"
UNNAMED (1),2007,528.1493018400982,162.40896993015815,13,"(28.768766340279782, -82.36943206671981)"
UNNAMED (1),2007,515.3611800688967,31.016122711589905,210,"(30.050548602944822, -84.46579208921354)"
UNNAMED (1),2007,513.9969956612732,35.94116770233351,131,"(30.00239592749485, -84.5386988178867)"
UNNAMED (1),2007,512.4323348081826,104.83484214566599,19,"(29.75440358017585, -82.69897320041957)"
WASH RIDGE (1),2007,506.90638028527604,360.8254692697346,78,"(35.610796928790066, -83.13270719255665)"
UNNAMED (1),2007,503.66937501222196,239.1315402734492,54,"(27.531004200870136, -82.12849689700863)"
UNNAMED (11),2008,41027.215157020226,18.637140663027598,339,"(30.298584444213713, -84.5004333044737)"
UNNAMED (18),2008,52364.29695843861,185.76298367397578,1440,"(31.96907572344511, -81.6498045333001)"
UNNAMED (1),2008,11294.391788355832,283.32764932965347,4287,"(27.7517726597269, -80.72312018254489)"
NORTH LOST DOG (1),2008,16583.146429009994,366.3118683808766,80,"(25.929639293081927, -81.10150479148831)"
UNNAMED (1),2008,9670.395187851787,341.44833469077116,793,"(26.858282990386176, -80.3855208153522)"
UNNAMED (4),2008,14967.267833197036,7.836141409881068,24,"(30.56567213829572, -84.20135773560955)"
UNNAMED (12),2008,29743.688750377492,297.713033368504,75,"(26.82794491527567, -81.59139627634426)"
LOXBURN12 (1),2008,7928.737679413603,362.16319286928217,134,"(26.47086189180859, -80.37025004285856)"
UNNAMED (1),2008,7660.302612232067,132.02520468850068,60,"(30.58054330101058, -86.45941194245538)"
CONCHO 6 NORTH RX (1),2008,8697.98612415473,352.95393817855245,33,"(26.072776219161433, -81.25537158836332)"
UNNAMED (4),2008,12895.950089277543,41.71401155622213,105,"(30.21925366840788, -84.89061890232837)"
UNNAMED (3),2008,7904.460905518292,282.4050269224238,78,"(26.91248027985261, -81.9165862014525)"
UNNAMED (3),2008,10280.188588393894,53.58860631217788,215,"(30.006235554521613, -84.9777541577759)"
UNNAMED (5),2008,12509.804149398347,21.49994144685743,73,"(30.660352163127502, -83.97346580320756)"
UNNAMED (2),2008,6076.642644364341,46.15226100064302,187,"(30.017972370109202, -84.829902193997)"
CAPE SABLE RX (1),2008,5334.640595852794,407.5158767134129,1131,"(25.252133589515445, -81.08497031644885)"
UNNAMED (1),2008,5096.900386977956,276.38868236359525,261,"(30.545402004940517, -88.88284499568212)"
UNNAMED (2),2008,8385.891650959675,277.5916980677894,207,"(30.682436478774118, -88.90024058547868)"
UNNAMED (3),2008,7043.176912192567,319.6478626974317,4927,"(33.038603384337854, -79.73541295474979)"
UNNAMED (1),2008,4562.466217029291,280.75056800673536,187,"(31.048166975295384, -88.91985471727678)"
UNNAMED (1),2008,4508.999718378623,64.76926809955751,165,"(30.057247681904283, -85.22875624396912)"
UNNAMED (4),2008,7827.152494773052,150.8044295917979,168,"(30.888918890810675, -86.73362448188082)"
UNNAMED (1),2008,4290.960058506939,184.9642331835802,336,"(32.08050265710908, -81.75767627476773)"
UNNAMED (2),2008,7267.273925561226,284.22782215941055,252,"(31.09966756271131, -88.97121472790526)"
UNNAMED (1),2008,4208.383316203231,276.70209124882507,300,"(30.985891287951286, -88.85967018508588)"
UNNAMED (16),2008,28168.65817061719,146.0139733455138,60,"(30.581624327112458, -86.69434669698086)"
UNNAMED (2),2008,6427.491974008547,223.9323450620073,345,"(33.38115834903267, -85.92080976620976)"
UNNAMED (1),2008,4150.166050169649,284.32726859064377,2158,"(26.858181528714933, -81.96125028406199)"
ANGEL (1),2008,4128.821246231878,533.3677924820166,139,"(37.350871304599444, -80.02016518548082)"
UNNAMED (2),2008,5472.977345245886,274.82918877702457,3452,"(27.56100755965748, -81.12960113104894)"
HOUSEROUSE RX (1),2008,5599.091424591999,369.1690860970331,377,"(25.92950986305914, -81.01322485610515)"
BIRDON RX (1),2008,3998.9308912887427,359.73329607430617,121,"(25.920270152385147, -81.33120912941139)"
UNNAMED (2),2008,7059.004578573888,322.6567175330606,1510,"(33.086046303416836, -79.70998268626133)"
UNNAMED (9),2008,13499.130184109197,60.188793413408426,100,"(29.85249318507606, -84.97272892554746)"
LOXBURN6 (1),2008,3926.6672310666577,367.4496565391287,527,"(26.405805543533955, -80.32375805758916)"
UNNAMED (1),2008,3882.2735612517913,32.13431122099681,333,"(30.062479353230557, -84.53124216075051)"
CANE PATCH RX (1),2008,3766.1524853637056,400.3319572927018,92,"(25.4194652803269, -80.98587209127244)"
UNNAMED (1),2008,3755.929460615041,14.134845142691123,92,"(30.408577309590072, -84.02075570642236)"
UNNAMED (3),2008,6254.21888497098,241.87917785845036,210,"(28.50625887604955, -80.91425072981562)"
UNNAMED (2),2008,5064.487872356332,115.26452043214542,121,"(30.615364455314715, -86.17473901654142)"
UNNAMED (4),2008,6874.877746144095,19.75841249975341,44,"(30.36777333461259, -83.93663040288577)"
UNNAMED (2),2008,5114.402250944044,50.418122419569094,400,"(30.167784693835888, -85.0234726122689)"
UNNAMED (1),2008,3410.1652449555118,241.64808098478306,63,"(33.77104877503062, -85.60879868795077)"
UNNAMED (2),2008,6281.412518023179,259.1657264405807,537,"(28.197763081217353, -80.81795014770127)"
UNNAMED (2),2008,6134.016330303738,370.2995810734228,592,"(26.13464749640992, -80.63866600169965)"
UNNAMED (3),2008,7010.440676553773,47.80257561552861,193,"(29.95924740617173, -84.80318771009634)"
UNNAMED (1),2008,3072.1211421823964,255.30784912848262,537,"(28.289750408842714, -80.81848312039529)"
UNNAMED (4),2008,6691.841678502271,39.05741093943026,585,"(29.984907220117705, -84.60639536217656)"
UNNAMED (3),2008,2928.5045754528282,280.79186410123805,176,"(27.570318575984704, -80.97707706459363)"
UNNAMED (1),2008,2912.4067986285227,290.1363250240086,144,"(31.536379933667163, -88.97713667065982)"
UNNAMED (1),2008,2867.9098236501923,56.884986547353925,86,"(29.81851312467815, -84.84838830332811)"
UNNAMED (3),2008,4982.745032578595,250.88113661789149,4355,"(27.24674992342081, -82.29999333031945)"
UNNAMED (10),2008,12550.993158476796,150.19299350962993,63,"(30.452424622096878, -86.76677852589175)"
UNNAMED (2),2008,3869.1421251447237,15.27937811692619,410,"(30.364338902072504, -84.48089406816617)"
UNNAMED (1),2008,2768.1388002003628,278.9679705787403,125,"(31.51895188090691, -88.78726985227239)"
UNNAMED (2),2008,4918.054833214926,190.2855007494845,3807,"(31.914265070323967, -81.5183675789078)"
BROAD RIVER RX (1),2008,2743.3098025530785,391.28010593551653,357,"(25.50225198634408, -81.12053478353185)"
NORTH MARSH 07 (1),2008,2726.1408025495434,189.8037945898061,516,"(29.122285013254455, -81.48778531566413)"
UNNAMED (2),2008,3226.2964676297447,247.10985522984728,2069,"(33.20590807472741, -81.54690102904927)"
UNNAMED (1),2008,2639.198754267387,48.487510917453776,120,"(30.11769819649584, -84.95874879797408)"
UNNAMED (1),2008,2635.8502406309726,361.59795521160703,46,"(25.964661123466612, -81.18469506981828)"
UNNAMED (3),2008,4497.9355824688,13.95000777187699,444,"(30.305222165217486, -84.40063154412667)"
UNNAMED (1),2008,2621.5559255197595,593.4258727854207,193,"(29.749578778751847, -94.12796469715263)"
UNNAMED (1),2008,2497.621487245381,282.9931592579281,54,"(27.13929342836348, -81.50134904246951)"
UNNAMED (2),2008,3521.036096000844,258.5382276571091,33,"(27.322470172213258, -81.90720357093117)"
UNNAMED (1),2008,2467.8469634954,254.85989207677974,147,"(27.409729181484515, -81.86750025554629)"
UNNAMED (1),2008,2438.142872066911,27.45502565224091,258,"(30.278069909351597, -84.6589691363185)"
UNNAMED (1),2008,2431.5018863228024,73.85620471868414,139,"(29.668017583229254, -85.08097478303299)"
UNNAMED (1),2008,2407.1897854540816,237.9490442851004,1380,"(33.147033782306316, -81.70898082077039)"
UNNAMED (2),2008,3050.783835861107,331.18000636779203,12,"(33.19784919876271, -88.878766221469)"
UNNAMED (1),2008,2392.019782276921,273.8462066075454,171,"(31.021497231054667, -88.80640285011619)"
UNNAMED (3),2008,5269.845039569873,144.33694345932105,41,"(30.870947096119796, -86.62678758592908)"
UNNAMED (1),2008,2372.4443214235403,339.6680402426446,416,"(26.141788064680238, -81.55534595424498)"
UNNAMED (7),2008,8019.573222580289,30.309125682007394,36,"(30.588869488720356, -83.7640518646452)"
UNNAMED (1),2008,2352.266734407592,245.73139042657232,10,"(27.52521047319302, -81.94136199836281)"
05/05 RX BURN (1),2008,2351.1679861474727,369.14442772765216,883,"(34.61719651297256, -80.25903453118815)"
UNNAMED (3),2008,4447.009235868588,328.37853190855685,79,"(26.959421498153, -80.5763152666097)"
UNNAMED (6),2008,8619.814486421354,256.00917579386595,73,"(27.733321044299238, -81.37286446873807)"
UNNAMED (3),2008,5678.545898518695,289.9390367053685,130,"(30.981371379172863, -89.08452221501618)"
CENTRAL BIG SANDY RX (1),2008,2302.7206909836336,620.3661360483943,251,"(30.63869980502571, -94.65687524535353)"
UNNAMED (1),2008,2290.858536533606,127.04406605018782,90,"(30.595773798716078, -86.37465399599796)"
UNNAMED (3),2008,4207.613855241675,22.71732265135596,12,"(30.356480356322503, -84.6112510201274)"
POWER POLE 41 RX (1),2008,3098.124096625007,369.54625591320985,9,"(25.872314849484738, -81.10648185607782)"
RX 1-2A (1),2008,2271.771189754925,234.21273570934864,243,"(28.82474578831658, -80.8366233693782)"
UNNAMED (3),2008,5407.278910203915,117.9621333096726,175,"(30.590948497187203, -86.22229284068476)"
UNNAMED (1),2008,2258.8840268163467,250.32742969922882,143,"(28.56278124288343, -80.70544093009839)"
UNNAMED (3),2008,3066.405283662659,49.02086216445657,408,"(29.87104726391279, -84.70976196404158)"
UNNAMED (1),2008,2231.6400910873353,273.515340076437,145,"(30.6225272940104, -88.83368300008203)"
BROOKS KNOB (1),2008,2224.911647559363,475.9297621878943,1695,"(37.17402965940084, -86.18644721889636)"
UNNAMED (2),2008,3317.36613806868,226.8463546895403,2556,"(32.32047986142812, -81.08274842807228)"
THOMPSON (1),2008,2213.7692213530045,197.11703437014938,223,"(28.557994741693065, -81.80497991493083)"
UNNAMED (1),2008,2205.2272944704678,278.26463800540296,151,"(31.592642388642545, -88.75262129189636)"
UNNAMED (1),2008,2164.963007386505,304.0863542557207,2885,"(26.863546662173118, -81.3445371153048)"
UNNAMED (2),2008,2775.165854973033,113.40066215144488,302,"(30.363597485235932, -82.3538746845064)"
UNNAMED (1),2008,2155.370508524604,124.69254277113914,122,"(30.621967135316623, -86.33289298593546)"
UNNAMED (1),2008,2148.094689473005,111.41478690111454,236,"(30.26780580670791, -82.3980022233167)"
UNNAMED (4),2008,3439.13180799977,260.86991636716294,250,"(27.213673063919785, -82.03266462740903)"
UNNAMED (1),2008,2141.722118313972,148.6657918717872,243,"(30.88381741454632, -86.69810979607715)"
UNNAMED (2),2008,4112.645330730017,350.7581139219249,266,"(26.047844422120367, -81.37428124391226)"
UNNAMED (1),2008,2097.1736441950784,156.45888082244164,98,"(30.55119431438866, -86.87100550322756)"
UNNAMED (2),2008,3414.430962568203,22.258586161778254,353,"(30.137980959157183, -84.28090351750689)"
UNNAMED (8),2008,11973.844594166869,329.5829795170142,3264,"(33.0874342952716, -79.56951212594902)"
